labels,preprocessed_docs
0,yeah sure thing mate haunt got stuff sort im go sound anyway promot hex way dont know number joke
0,need lar go engin co si art today
0,thank honey still heard anyth leav bit longer crowd tri later great advic thank hope cardiff still
1,want new nokia colour phone deliv tomorrow free minut mobil free text free camcord repli call
0,im snowboard trip wonder plan get everyon togeth befor goa meet greet kind affair cheer
0,si watch live
0,see christmassi
0,k readi
0,know god creat gap finger one made come fill gap hold hand love
0,greatest test courag earth bear defeat without lose heartgn tc
0,new year plan
1,recpt order rington order process
0,baaaaaaaab wake miss crave need
0,got messag ignor ye shop
0,dear mood cant drive brother drive
0,dad get back
0,tell shola pleas go colleg medicin visit academ depart tell academ secretari current situat ask transfer ask someon check sagamu thing lautech vital complet medic educ nigeria less expens much less expens unless get citizen rate new zealand
0,ye finish watch day live love
0,juz go googl n search qet
0,mani time lose best one bcoz
0,good friend care close friend understand true friend stay forev beyond word beyond time gud ni
0,get back home
0,sorri call later min
0,dun need use dial juz open da browser n surf
1,one regist subscrib u enter draw gb gift voucher repli enter unsubscrib text stop
0,awesom plan get time like text detail wee bit
0,take care sleep wellyou need learn chang lifey need get convinc thati wait convers usget convinc timeyour famili mani sensesrespect overemphasiseor u role life
1,chanc win free bluetooth headset simpli repli back adp
0,also didnt get na hi hi hi hi hi
0,ya cant display intern sub gotta extract
0,said anyth wrong sorri de
0,sad stori man last week bday wife didnt wish parent forgot n kid went work even colleagu wish
0,stupid say challeng godyou dont think write instead respond im
0,yeah abl text readi meet
0,v skint fanci bevieswaz gona go meet othr spoon jst bin watchng planet earthsofa v comfey dont make hav gd night
0,say quit leasttim day wudnt take much notic nah mind gonna see want come taunton tonight u tell
0,get free call
0,littl darl far week need coffe run tomocannot believ time week alreadi u
0,ok msg u b leav hous
0,still west coast haiz ii take forev come back
0,mmm fuck merri christma
0,alright thank advic enjoy night ama tri get sleep
0,updat face book statu frequent
0,saw messageit k da
0,someth u ate
0,bank say money
0,aiyar dun disturb u liao thk u lot aft ur cupboard come
0,hey r watch movi tonight prob b home earli
0,yar lor u noe u use dat rout
0,mro come gym machan goodnight
0,dont think need yellow card uk travel ask someon gone buck
0,u look da lib got stuff havent finish yet
0,sound great im go sleep good night
1,b floppi b snappi happi gay chat servic photo upload call pmin stop text call
0,housemaid murder coz man murder th januari public holiday govtinstituit closedinclud post officeunderstand
0,come u got noth
0,noth ever easi look reason take risk life love
0,want grasp pretti booti
0,got tea sure flavour
0,go orchard lareadi reach soon u reach
0,dear deni word pleas
0,know old dom told yesterday name roger got touch last night want meet today pm
0,come back tampa ffffuuuuuuu
0,celebr baoday els
0,merri christma u anni
0,pleas tell special stock talk
0,sent like
1,urgent ur award complimentari trip eurodisinc trav acoentri claim txt di amorefrmmob shracomorsglsuplt ls aj
0,awesom minut
0,problem walk around julianaland oblivi go around say thing constantli go one ear go whatev want know upsetit listen tell go upset want surpris mad
0,told everyth stop dont let get dehydr
0,guess min
0,home ard wat time u reach
0,storm msg wen u lift phne u say hello u knw wt real mean hello name girl ye u knw dat girl margaret hello girlfrnd f grahmbel invnt telphon moralon get name person
0,want mapquest someth look usf dogwood drive
0,aight plan come later tonight
0,die accident delet e msg suppos put e sim archiv haiz sad
1,welcom ukmobiled msg free give free call futur mg bill p daili cancel send go stop
0,wish great day moji told offer alway speechless offer easili go great length behalf stun exam next friday keep touch sorri
0,thank repli today ur visa come r u still buy gucci bag sister thing easi uncl john also bill realli need think make money later sha
0,sorri flake last night shit serious goin roommat tonight
0,said look pretti wif long hair wat thk cut quit short leh
0,ranjith cal drpd deeraj deepak min hold
0,cheer callin babesozi culdnt talkbut wannatel u detail later wenwecan chat properli x
0,hey u still gym
0,said u mind go bedroom minut ok sed sexi mood came minut latr wid caken wife
0,much better thank lol
0,noth smsing u n xy lor sorri lor da guy neva c u person sort know u lor u wan meet xy ask bring u along next meet
0,lemm know swing pick free basic time semest
0,wa u effici gee thanx
1,receiv mobil content enjoy
0,abl sleep
1,want explicit sex sec ring cost pmin
0,meet soon princess ttyl
0,pick pm go taunton still want come
0,oh outsid player allow play know
0,anyth lor
0,erutupalam thandiyachu
0,cant u tri new invent flyi joke
0,noit ful song lyric
0,u reckon need arrang transport u cannot thank
0,true lov n care wil nevr go unrecogn though somon often make mistak valu definitli undrstnd start miss
0,shop eh ger toke abt syd lehhaha
0,stand
0,good weekend
0,miss call miss call khelat kintu opponent miss call dhort lage that rule one great phone receiv qualiti win
0,call get chanc plz
0,new deu ex game comin earli next yr
0,comput fri essenti part keep spare fuck idiot roommat looovvv leav thing run full
0,friend studi warwick plan go shop concert tmw may cancel havnt seen age yeah get togeth sometim
0,probabl coupl hour top
0,lol grin babe thank think
0,man bu slow think gonna get
0,hope text meet smile let text give reason smile beauti day
0,case wake wonder forgot take care someth grandma today done parad
0,ok
1,latest nokia mobil ipod mp player proze guarante repli win norcorp ltdamtmsgrcvd
1,sm servic inclus text credit pl goto wwwcomuknet login qxj unsubscrib stop extra charg help comuk cm ae
0,nvm take ur time
0,wat da decis
0,wot u bitch
0,stupidit possibl
0,told hr want post chennaibecaus work
1,mobil club choos top qualiti item mobil cfcaa
0,guy leav
0,neva grumbl sad lor hee buy tmr lor aft lunch still meetin lunch tmr neva hear fr lei ii got lot work ar
0,abl anyth
0,ii takin linear algebra today
0,weekend fine excus much decor
0,sorri miss babe late slept hope enjoy drive lesson boytoy miss teas kiss
0,project pa come
1,money wine number wot next
0,sure whenev show fuck
0,random saw old roomat campu graduat
1,congrat mobil g videophon r call videochat wid ur mate play java game dload polyh music nolin rentl bx ip pm
0,men alway need beauti intellig care love adjust cooper wife law allow one wife
0,suck got plan yo valentin yo valentin
0,got part nottingham hr mile good thing love man much mph hey ho
0,think one say clearli ok leav need ask go come
0,hi good mornin thanku wish u
0,u want meet morro
0,actual decid hungri left yet v
0,sent part
0,co shop wif darren ju n call ask wat present wan lor start guess wif n final guess darren lor
1,want cock hubbi away need real man satisfi txt wife string action txt stop end txt rec aea otbox la ws
0,understand loss gain work school
0,u miss u havent much bit bore holiday want go bak colleg sad isnt itxx
0,hiya probabl come home weekend next
0,forget though love walk besid watch keep heart warm
0,wish thing differ wonder abl show much valu pl continu brisk walk drug without askin pleas find thing laugh love dearli
0,ok day make dinner tonit invit
1,gr new servic live sex video chat mob see sexiest dirtiest girl live ur phone detail text horni cancel send stop
0,money steve mate
0,im late tellmiss im way
0,never blame day ur life good day give u happi bad day give u experi essenti life god bless good morn
0,normal use drink water daili
0,dare ask luck sort car
0,parti place usf charg contribut way greatli appreci yeah got room one
0,urgh coach hot smell chip fat thank especi duvet predict text word
0,hiya last night naughti bought cloth littl readi shop tho kind time wanna meet
1,freemsg hi babi wow got new cam mobi wanna c hot pic fanci chatim win utxt rpli chat hlp msgp rcv
0,tri reach without success
0,derek done class
0,never lei v lazi got wat dat day send da url cant work one
0,never tri alon take weight tear come ur heart fall ur eye alway rememb stupid friend share bslvyl
0,hey mate spoke mag peopl weur deliv end month deliv th sept talk later
0,hope good week check
0,haha friend tyler liter ask could get dubsack
0,hey u fanci meetin cha hav lil beverag txt ring meet lr quit tire got vpist love pete x x x
0,great safe trip dont panic surrend
0,symptom u love u like listen song u get stop u see name belov u get angri
0,sun ah thk mayb dun anythin thk book e lesson e pilat orchard mrt u noe hor
0,tri someth dear read someth exam
0,wonder world th th ur style th ur smile th ur person rd ur natur nd ur sm st ur love friendship good morn dear
0,gettin rdi ship comp
0,hospit da return home even
0,piss talk someon realis u point itnow read backward
0,think da wil
0,awak oh
0,good afternoon boytoy goe walk day get polic abstract still wake miss babe
0,much u tri get
0,come around decim pm vikkyi otsid nw il come tht time
0,tell address
0,honeybe said sweetest world god laugh said waitu havnt met person read msg moral even god crack joke gmgngegn
0,buy blackberri bold torch buy new use let know plu say buy g wifi ipad say g
0,togeth thinkin
0,hiya how go sunni africa hope u r avin good time give big old silver back big kiss
0,time come tomorrow
1,wanna laugh tri chitchat mobil logon txting word chat send cm po box london wa zf pmsg rcvd
0,cha quiteamuz thataoscool babe
0,omg u know ate
1,urgent nd attempt contact uu acal b tcsbcmwcnxxcallcostppmmobilesvari maxa
0,directli behind abt row behind
1,congratul ur award cd voucher gift guarante free entri wkli draw txt music
1,contract mobil mnth latest motorola nokia etc free doubl min text orang tariff text ye callback remov record
1,urgent call landlin complimentari ibiza holiday cash await collect sae tc po box sk wp ppm
0,plan yet
0,hi engag fixd th next month know realli shock bthmm njan vilikkamt ws al sudn
0,cours math one day one chapter one month finish
0,wow think common take back ur freak unless u chop
1,ur chanc win wkli shop spree txt shop tsc wwwtxtshopcom custcar xpwk
0,noooooooo pleas last thing need stress life fair
1,u secret admir look make contact ufind rreveal think ur specialcal stopsmsppm
1,mila age blond new uk look sex uk guy u like fun text mtalk pptxt st free increment help
0,see swing bit got thing take care firsg
0,want wish happi new year want talk legal advic gari split person make trip ptbo hope everyth good babe love ya
0,finish work yet someth
0,tomorrow go theatr come wherev u call tell come tomorrow
1,well done england get offici poli rington colour flag yer mobil text tone flag optout txt eng stop box wwx
0,right wasnt phone someon number like
0,ok wun b angri msg u aft come home tonight
0,good time nice someth bit differ weekend chang see ya soon
0,yo sorri shower sup
0,carlo pick swing usf littl bit
0,full heat pa appli oil pa
0,stuck da middl da row da right hand side da lt
0,laid airtel line rest
0,hi u decid wot get bday ill prob ju get voucher frm virgin sumf
1,freemsg txt call claim reward hour talk time use phone subscribegbpmnth inc hr stoptxtstop
0,hey j r u feel better
0,plan stay night prolli back til late
0,thanx puttin da fone
0,need th campu atm could pick hour two
0,oh haha den shld went today gee nvm la kaiez dun mind goin jazz oso scare hiphop open cant catch
0,run manag minut need oxygen might resort roller option
0,live next min
0,de ask like
0,glad talk
0,wat time finish
0,sorri da gone mad mani pend work
0,much got clean
0,how favourit person today r u workin hard could sleep last nite nearli rang u
1,sunshin quiz win super soni dvd record cannam capit australia text mquiz b
0,ii call dad oredi
0,good think could send pix would love see top bottom
0,nvm go wear sport shoe anyway go late leh
0,sorri call later meet
0,long fuckin showr
0,receiv understood n act upon
0,final came fix ceil
0,u need presnt alway bcz u cant mi love jeevithathil irulina neekunna prakasamanu sneham prakasam ennal prabha mn prabha islov got dont mi
0,ju finish blow hair u finish dinner alreadi
0,bu love
0,lol knew saw dollar store
1,pleas call custom servic repres ampm guarante cash prize
1,today voda number end select receiv reward match pleas call quot claim code standard rate appli
0,saturday sunday holiday difficult
0,everybodi fun even miss
0,got hella ga money want go grand natur adventur galileo littl bit
0,meet call later
0,oh wow that gay firmwar updat help
0,move morphin
0,come din c yup cut hair
0,k k pa lunch aha
0,oh ho first time u use type word
0,captain vijaykanth comedi captain tvhe drunken
0,cours guess god got hold right
0,hide anythi keep distanc
0,havent
1,rip get mobil content wwwclubmobycom call polytruepixringtonesgam six download
0,sorri din lock keypad
0,u got person stori
0,plan come chennai
1,tri contact repli offer video phone anytim network min half price line rental camcord repli call
0,god creat gap btwn ur finger dat sum vri special fill gap hold ur hand plz dont ask creat much gap leg
0,okay go sleep later
0,pleas protect ethreat sib never ask sensit inform like passwordsatmsm pin thru email never share password anybodi
0,final happen aftr decad beer cheaper petrol gover expect us drink drive
1,xma reward wait comput randomli pick loyal mobil custom receiv reward call
0,r e meet tmr
0,lol ye add spice day
0,hope great day
0,prasanth ettan mother pass away last night pray famili
0,k work someth
1,privat account statement show unredeem point call identifi code expir
0,messag great doctor india drink appi fizz contain cancer caus age
0,cant pick phone right pl send messag
0,call tell infront call
0,ok prob
0,ladi first genu second k
0,ye pleas swim
0,mum go robinson alreadi
0,ok set let u noe e detail later
0,nottel softwar name
0,send print out da
0,im reali soz imat mum nite moro
0,born god said oh anoth idiot born
0,didnt get ur full msgsometext miss send
0,probabl almost ga get cash tomorrow
1,custom servic announc recent tri make deliveri unabl pleas call reschedul ref
0,forgot ask smth card da present lei ii want write smth sign
0,leav hous
1,hi babe chloe r u smash saturday night great weekend u miss sp visionsmscom text stop stop ptext
0,ii readi call
0,wewa iriv mb
0,good thing get connect bw
0,sri dajst nw came home
0,cool night lemm know around
0,stay town
0,haha yeah oz kind shitload
0,ok u take shop u get paid
0,life mean lot love life love peopl life world call friend call world ge
0,alright bring see like min
0,pl dont play other life
0,eatin lunch
0,hmmmbut give one day
0,tri g decid head
0,ok prob
0,surli ill give come review
0,march end readi call sure problem capit never complet far work ladi
0,tessypl favor pl convey birthday wish nimyapl dnt forget today birthday shija
0,pl give food prefer pap slowli load sugar take hour give water slowli
1,urgent mobil award bonu caller prize nd attempt contact call boxqu
0,guy get use dumb realiz
0,okey dokey iull bit sort stuff
0,dawhat plan
0,ye fine
1,win winner mr foley ipod excit prize soon keep eye ur mobil visit wwwwincouk
0,like new mobil
0,anytim
0,mmmmmmm snuggl deep content sigh whisper fuck love much bare stand
0,yar say got error
0,hey anyway
0,wow healthi old airport rd lor cant thk anyth els b bath dog later
0,wif famili book tour packag
0,say bold torch later one torch bold
0,haha awesom might need take doin tonight
0,ya knw u vl givit ok thank kanoanyway enjoy wit ur famili wit st salari
0,huh slow tot u reach long ago liao u day leh
0,that cool princess cover face hot sticki cum
0,big brotheru realli scrape barrel shower social misfit
0,oop thk dun haf enuff go check tell
0,min go lunch
0,hey happen u switch ur cell whole day isnt good u care give call tomorrow
0,k addi art get home
0,uncl atlanta wish guy great semest
0,aiyo lesson earli still sleepin haha oki u go home liao den confirm w lor
0,forgot tell smth like number section clearer
0,yup anyth lor u dun wan ok
0,home love still awak love kiss
0,hello peach cake tast lush
1,free game get rayman golf free game arcad st get ur game set repli post save activ press key arcad termsappli
0,therel minor shindig place later tonight interest
0,jason say cool pick place like hour
1,mobil mth updat latest cameravideo phone free keep ur number get extra free minstext text ye call
0,career tel ad u contact indyarockscom send free sm remov phonebook sm
0,reach alreadi
0,dont know ask brother noth problem thing told
0,keng rock ash
0,wat time r go xin hostel
0,good morn dear shijutta great success day
1,buy space invad chanc win orig arcad game consol press game arcad std wap charg see ocoukgam term set purchas
0,oh kafter placement ah
0,possess especi first offens
0,nt drive even mani reason call bbdtht chikku hw abt dvg coldheard tht vinobanagar violenc hw conditionand hw ru problem
0,bought test yesterday someth let know exact day u ovulatewhen get u wk pl pl dont fret know u r worri pl relax also anyth ur past histori u need tell
0,pizza u want
0,keep see weird shit bein woah realis actual reason oh
0,mani happi return day wish happi birthday
0,ya nice readi thursday
0,hospit da return home even
0,think u x
1,camera award sipix digit camera call fromm landlin deliveri within day
0,orh tot u say still dun believ
0,put sign choos number pin show right
0,beauti life next second hide thousand secret wish everi second wonder ur life gud n
0,thanx u darlinim cool thanx bday drink nite morrow take care c u soonxxx
0,still mayb leav credit card get ga get back like told
1,weekli coolmob tone readi download week new tone includ crazi frogaxel f akonlon black eyeddont p info n
0,well boy glad g wast night applebe noth
1,cashbincouk get lot cash weekend wwwcashbincouk dear welcom weekend got biggest best ever cash give away
0,ok lor u wan go look u
0,u wan haf lunch da canteen
0,make life stressful alway find time laugh may add year life sure add life ur year gud niswt dream
0,hey look like wrong one kappa guy number still phone want text see around
1,urgent mobil number award prize guarante call land line claim valid hr ppm
1,thank continu support question week enter u draw cash name new us presid txt an
0,home doc gave pain med say everyth fine
0,ardia rest ard leastwhich price bedrm
0,love night xxx
0,prepar pleasur
0,hitechn supportprovid assist us custom call email
0,text way cup stop work bu
0,when radio show
1,uniqu user id remov send stop custom servic
0,sure still avail though
0,watev relat u built di world thing remain atlast iz lonlin lotz n lot memori feel
0,cheer lou yeah goodnit shame u neva came c ya gailxx
0,hii got money da
0,hi mobil ad contact list wwwfullonsmscom great place send free sm peopl visit fullonsmscom
0,ok u tell wat time u come later lor
0,u repeat e instruct wat e road name ur hous
0,mani peopl seem special first sight remain special till last sight maintain till life end shja
0,quit lor dun tell wait get complac
0,sorri complet forgot pop em round week still
0,u r beauti girl ive ever seen u r babi come c common room
0,cant see join deni mina deni want alon time
0,sen told go join uncl financ cbe
0,yup hey one day fri ask miwa jiayin take leav go karaok
0,call senthil hsbc
0,especi sinc talk boston person statement lol woulda chang realiz said nyc say boston
0,inde way either
1,urgent call landlin complimentari ibiza holiday cash await collect sae tc po box sk wp ppm
0,holi live christ take long
0,ii thk wat eat tonight
0,thanx yup come back sun finish dinner go back hotel time fli tog exactli mth today hope haf mani mth come
0,opposit side drop
0,yup izzit still rain heavili co e mrt cannot c outsid
0,send resum
0,gd luck ur exam
0,u ask next sat make ok lor
0,sorri uncl ill keep touch
0,saw guy doll last night patrick swayz great
1,urgent nd attempt contact u prize yesterday still await collect claim call
1,santa call would littl one like call santa xma eve call book time callsppm last min tc wwwsantacallingcom
0,come home want u miser
0,dont know she get messag
0,cool tyler take gonna buy drop place later tonight total order quarter got enough
0,guy car shop flirt got phone number paperwork call text nervou cours may address call boss tell know may get fire
0,revers cheat mathemat
0,plan manag
0,er hello thing didnut quit go plan uo limp slowli home follow aa exhaust hang
0,sorri delay ye master
0,call u finish come n pick u
1,privat account statement show unredeem bonu point claim call identifi code expir
0,oga left phone home saw ur messag hope good great weekend
0,worri though understand import put place poorli thought punish face worst thing ever happen brb gonna go kill
0,honey pl find much sell predict nigeria mani time use import repli monday
0,e admin build might b slightli earlier call u reach
0,fyi usf swing room whenev
0,call min that ok
0,ummmmmaah mani mani happi return day dear sweet heart happi birthday dear
0,ii home work meh
0,anyth valuabl situat first get second loos
0,mark take forev pick prescript pain come back
0,ur paper
0,got smaller capac one quit ex
1,check choos babe video smsshsexnetun fgkslpopw fgkslpo
0,im good think
1,u r winner u ave special select receiv cash holiday flight inc speak live oper claim pmin
0,thought bout drink tap spile seven pub ga st broad st canal ok
0,go sleep tire travel
0,haha thinkin
0,yup give problem mayb ju leav
0,lol tri make day littl interest
0,long get repli defer admiss til next semest
0,word checkmat chess come persian phrase shah maat mean king dead goodmorn good day
0,po de need job aha
0,rat hey u ever vote next theme
1,new mobil must go txt nokia collect today wwwtcbiz optout gbpmtmsg txtauction
0,hope pee burn tonit
0,oh rite well im best mate pete went week geva longer week
0,yay cannot wait parti togeth
0,photoshop make comput shut
0,boy made fun today ok problem sent one messag fun
0,one issu california okay snow manag
1,privat account statement show unredeem point call identifi code expir
0,hmmm mayb tri e shoppin area one forgot e name hotel
0,awesom gonna soon later tonight
0,need detail onlin job
1,valu vodafon custom comput pick win prize collect easi call
0,miss toopray inshah allah
0,pl help tell ashley cant find number oh
0,escap theatr go watch kavalan minut
0,sthi increas chanc win
0,either way work year old hope doesnt bother
0,mayb find someth els instead
0,gain right wifedont demand iti tri husband toolet see
0,like new hous
0,fine hope also
0,also north carolina texa atm would go gre site pay test result sent
0,u
0,ye babi need stretch open pussi
0,thank bomb date phone want say
0,ok
0,hey guy know breath neck get bud anyway would abl get half track usf tonight
0,respons one power weapon occupi place other heart
0,nokia phone lovli
1,free messagethank use auction subscript servic pmsgrcvd skip auction txt unsubscrib txt stop customercar
1,bore housew chat n date btnation rate pmin landlin
0,sorri datoday wont come playi drive cla
0,realli sorri lit hair fire
0,oh shit thought trip loooooool make much sens grin sofa refer sleep couch link sent went trip oh babe go celebr rent
0,okey dokey swashbuckl stuff oh
0,watch cartoon listen music eve go templ church u
0,tension face smile face wast face innoc face terror face cruel face romant face lovabl face decent face joker face
0,dip cell dead come u better respond els shall come back
0,well know mean text
0,hi di yiju would happi work wif gek
0,lol oop sorri fun
0,wat happen cruis thing
0,know dat feelin pete wuld get em nuther place nuther time mayb
1,lyricalladief invit friend repli ye see wwwsmsacuhmmross stop send stop frnd
0,world happiest frnd never charact dey best understand differ
1,polyphon tone ur mob everi week txt pt st tone free get txtin tell ur friend ptone repli hl info
0,yeah open chat click friend list make list easi pie
0,alright tyler got minor crisi home sooner thought asap
0,whenwher pick
0,usual u call ard smth
0,new theori argument win situat lose person dont argu ur friend kick say alway correct
0,mani thing antibiot use chest abdomen gyna infect even bone infect
0,poor girl cannot go one day lmao
0,time
1,today vodafon number end select receiv award number match call receiv award
0,pl make note she expos also find school anyon els vomit dog cat hous let know later
0,japanes proverb one u none itu must indian version one let none itleav final kerala version one stop none make strike
0,sound like could lot time spent chastiti devic boy grin take beat like good dog go loung nice long bath
0,wors use half way stop better complet
0,miser tell u side effect birth control massiv gut wrench cramp first month sleep last night
0,send new number
0,convey regard
1,want latest video handset anytim network min half price line rental repli call deliveri tomorrow
0,half year miss friendship
0,cant pick phone right pl send messag
0,oh fuck sake like tallahasse
0,haha first person gonna ask
1,ou guarante latest nokia phone gb ipod mp player prize txt word collect ibhltd ldnwh pmtmsgrcvd
0,taka lor wat time u wan come n look us
1,free polyphon rington text super get free poli tone week sn pobox nr zs subscript pw
0,im reach anoth stop
0,mean post wrote like mani time ritten stuff let sit feel time angri left hit send stop check phone got car said sleep bore would time clean fold laundri etc least make bed
1,warner villag c colin farrel swat wkend warner villag get free med popcornjust show msgticketkioskvalid c tc kiosk repli soni mre film offer
0,come onlin today night
0,anyth special
0,solihul want anyth
0,good day
0,regret inform u nh made mistakeu never actual bornpleas report yor local hospit b terminatedw r sorri inconveni
0,love holiday monday feel even go dentist hour
0,way tirupur
1,goal arsen henri v liverpool henri score simpl shot yard pass bergkamp give arsen goal margin min
0,alreadi got flaki parent isnot suppos child job support parentnot ride age anyway suppos support hurt unintent hurt nonetheless
0,took hooch walk toaday fell splat graze knee everyth stay home see tomorrow
0,drop em omw back
1,nd time tri contact u u pound prize claim easi call p per min btnationalr
0,sit mu wait everyon get suit take shower
0,call see facebook huh
0,g say never answer text confirmdeni
0,common hearin r u wat r u ur day let ask u someth differ u smile today gud evng
0,hi dear call urgnt know what problem want work problem least tell wate repli
0,oh yah never cancel leh haha
0,go e normal pilat intro
0,ok let u noe leav hous
0,oh ye like tortur watch england
0,wanna art
0,hope wasnut piss rememb gone sister someth
1,got take take part wrc ralli oz u lucozad energi text ralli le p see pack lucozadecoukwrc itcould u
1,hi sexychat girl wait text text great night chat send stop stop servic
0,good morn boytoy yummi lip sexi bun think crave need
0,match startedindia
0,free call sir
0,hey want anyth buy
0,hey babe go ever figur go new year
0,kkcongratul
0,g want know fuck
0,cancel yeah babi well sound import understand darlin give ring later fone love kate x
0,tomarrow want got court decim come bu stand
0,ii go home liao ask dad pick
0,omg make wed chapel frontiervil get good stuff
0,eatin lor goin back work soon e mountain deer show huh watch b liao nice
0,check maili mail varma kept copi regard membershiptak careinsha allah
0,wrong phone phone answer one assum peopl well
0,anyway think secur anyth lemm know want drive south chill
0,alreadi back home probabl
1,great news call freefon claim guarante cash gift speak live oper
1,hi ami send free phone number coupl day give access adult parti
0,bu way calicut
0,hi probabl much fun get messag thought id txt u co im bore jame fart night
0,hi babi im sat bloodi bu mo wont home wanna somethin later call later ortxt back jess xx
1,welcom select servic ad benefit call special train advisor free mobil diall
0,lost pound sinc doc visit last week woot woot gonna celebr stuf face
0,u come back dinner rite dad ask confirm wif u
0,master buy bb co sale bf
0,ahhhhjust woken uphad bad dream u thoso dont like u right didnt know anyth comedi night guess im
0,viveki got call number
0,u call lunch
0,mean left earli check co work
0,want rs dado
0,bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care u forevr goodfriend
0,yup ok
0,want see pretti pussi
1,dear voucher holder next meal us use follow link pc enjoy dine experi
0,peopl game mall iouri kaila
1,urgent tri contact u today draw show prize guarante call land line claim valid hr
1,donat unicef asian tsunami disast support fund text donat ad next bill
0,futur plan tomorrow result today best present enjoy futur
0,cme want go ho morow wil cme got dear didnt say time
0,suppos meet discuss abt trip thought xuhui told afternoon thought go lesson
0,hey come onlin use msn
0,fine hope good take care
0,oop shower u call hey park garag collaps univers hospit see crazi stuff like happen
0,aiyo u poor thing u dun wan eat u bath alreadi
0,yar tot u knew di would happen long ago alreadi
0,gorgeou keep pix cum thank
0,boy late home father power frndship
0,jade paul didnaot u txt u rememb barm want talk u txt
0,spend new year brother famili let plan meet next week readi spoil
0,u today
0,said okay sorri
0,slept thinkthi time pm danger
0,network job
1,goldvik invit friend repli ye see wwwsmsacugoldvik stop send stop frnd
0,dont let studi stress lr
0,u haf keep busi
0,rush work school rush go hungri
0,channel
0,tell coulda real valentin u never pick noth
1,phoni award today voda number end xxxx select receiv award match pleas call quot claim code standard rate app
0,made eta taunton plan hope thatu still okday good see xx
0,hungri buy smth home
0,hey kate
0,drive read need write
0,look addi goe back monday suck
0,happi new year hope good semest
0,esplanad lor els
0,talk
0,hmph go head big baller
0,well like actual call someon punto woulda wors
0,nope sinc ayo travel forgotten guy
0,still around look pick later
1,cd u congratul ur award cd gift voucher gift guarante freeentri wkli draw xt music tnc wwwldewcomwinppmxag
0,someon year toyota camri like mr olayiwola mileag kit clean need know much sell rais dough soon land sell holla back
0,guess pub im im happi pig clover whatev say
0,ill b soon
0,oh k come tomorrow
0,go fool dont cheat other ok
0,mobil numberpl sm ur mail idconvey regard achanammarakheshqatar
0,way rencontr meet mountain dont
1,guarante cash prize claim yr prize call custom servic repres ampm cost p
0,u attend ur drive lesson mani time wk n day
0,uncl g check reward month
0,hello boytoy geeee miss today like send tm remind think love love kiss
0,think two still need get cash def readi
0,hey galsu wanna meet dinner niat
1,dear xxxxxxx uve invit xchat final attempt contact u txt chat pmsgrcvdhgsuitelandsrowwjhl ldn yr
0,babe talk think good boy miss love
0,great offic today
0,cool last littl get time soon
0,sad puppi nois
0,ye possibl dint tri pl dont tell one k
0,anyway holla whenev around need excus go creep peopl sarasota
0,happen
0,gonna ask lol think
1,ur cashbal current pound maxim ur cashin send go pmeg cc hgsuiteland rowwjhl
1,privat account statement show unredeem sim point call identifi codexx expir
0,go chase run cross street
1,would like tell deepest darkest fantasi call pmin stop text call nat rate
0,come friday leav pongaldo get news work place
0,hey inconveni si huh
0,ok vldo u know got adsens approv
0,realli good see day dudett miss
0,want go perumbavoor
0,mani time told stage use laugh listen aha
1,believ true incred txt repli g learn truli amaz thing blow mind ofwd ptxt
0,hear
0,thank talk saturday dear cherish brother role model
0,pl clarifi back open return ticket prepon go back kerala
1,natali f invit friend repli ye see wwwsmsacunataliek stop send stop frnd
0,ran younger man make pretti babi togeth
1,jamster get free wallpap text heart tc appli need help call
0,ic lol play door sometim yo
0,dunno dad said come home bring us lunch yup go w u lor call u reach school lor
0,sent jd custom servic cum account execut ur mail id detail contact us
0,desir u go doctor liver get bit stylish get ur hair manag that
0,hmmmstill dont open
0,yeah basic time next week get away mom get
0,edison rightli said fool ask question wise man answer know us speechless viva gm
0,vote wherev heart guid
0,si lor juz watch italian job
0,tick tick tick could die loneli know pout stomp feet need
0,lmao know well
1,doubl min doubl txt price linerent latest orang bluetooth mobil call mobileupd latest offer calloptoutlf
0,train back northampton afraid stay skyve today ho ho around wednesday though fanci comedi club week way
0,goodnight da thangam realli miss u dear
0,hey next sun basic yoga cours bugi go pilat intro next sat tell time r free
0,geeeee internet realli bad today eh
1,free video camera phone half price line rental mth cross ntwk min txt call mobileupd calloptout
0,think disturb da
0,sorri call later meet sir
0,havent stuck orchard dad car go dinner u leh r free tonight
0,ok also wan watch e pm show
0,dunno lei like dun haf
0,brother transfer pa
0,call later afternoon onword mtnl servic get problem south mumbai hear cannt listen
1,uk break accommodationvouch term condit appli claim mustprovid claim number
0,talk g x
0,hai dear friend new present number rajitha raj ranju
1,p alfi moon children need song ur mob tell ur ms txt tone chariti nokia poli chariti poli zed profit chariti
0,differ style
1,win shop spree everi week start play text store skilgm tsc winawk age aperweeksub
0,gud ni dearslp welltak careswt dreamsmuah
0,want sent mesag today that sorri hurt
1,nd attempt contract u week top prize either cash prize call
0,well glad find total disagre lol
0,guy flash go call call madam take care oh
1,want new nokia colour phone deliveredtomorrow free minut mobil free text free camcord repli call
0,mark work tomorrow get work hous meet u afterward
0,keep ur problem ur heart
0,yeah give call got minut
0,hi babe uawakefeellikw shitjustfound via alett thatmum gotmarri thnovbehind ourback fuckinniceselfish
